"id_producto","nombre","marca","categoria","img","kcal","grasas","grasas_saturadas","proteinas","hidratos_carbono","azucares","sal","visitas"
"7524440","Multicereales ecológicos ALMIRÓN, bolsa 200 g","Almiron","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524440.webp","380.00","3.90","0.00","12.00","71.00","0.70","0.02","0"
"7524442","Leche para lactantes NESTLÉ Nan Supreme 1, lata 800 g","Nan","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524442.webp","511.00","26.40","0.00","9.70","58.10","58.10","0.00","0"
"7524444","Potito de merluza-guisante-zanahoria NUTRIBEN, tarro 235 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524444.webp","61.00","2.60","0.00","2.50","6.70","0.50","0.06","0"
"7524458","Preparado lacteo de crecimiento NUTRIBEN Innova 1, lata 800 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524458.webp","489.00","25.60","0.00","9.40","54.60","53.00","0.00","0"
"7524462","Papilla biberon sin gluten BLEVIT, caja 500 g","Blevit","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524462.webp","373.00","1.20","0.00","7.60","81.00","10.00","0.10","0"
"7524466","Preparado lacteo de crecimiento NUTRIBEN Innova 3, lata 800 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524466.webp","452.00","17.80","0.00","4.90","67.50","11.70","0.18","0"
"7524480","Papilla instantanea 10 cereales NUTRIBEN, caja 600 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524480.webp","389.00","1.20","0.00","5.90","87.10","19.90","0.02","0"
"7524484","Loción corporal hidratante aguacate MUSTELA, dosificador 750 ml","Mustela","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524484.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524503","Infusión noches felices BLEVIT, lata 150 g","Blevit","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524503.webp","380.00","0.00","0.00","0.00","95.00","95.00","0.00","0"
"7524517","Crema Purelan 100 MEDELA, tubo 37 g","Medela","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524517.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524536","Papilla superfibra 8 cerereales con miel BLEVIT, caja 500 g","Blevit","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524536.webp","618.00","1.90","0.00","9.00","73.00","17.00","0.10","0"
"7524541","Potito de guisantes con jamón para cena NUTRIBEN, pack 2x190 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524541.webp","74.00","2.90","0.00","3.50","7.90","0.75","0.04","0"
"7524557","Agua suave perfumada s/ alcohol ISDIN B. Naturals, spray 200 ml","Isdin","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524557.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1"
"7524567","Papilla superfibra 8 cereales con miel BLEVIT, caja 1000 g","Blevit","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524567.webp","618.00","1.90","0.00","9.00","73.00","17.00","0.10","0"
"7524571","Biberón PHILIPS AVENT NATURAL RESPONSE, 330 ml, 1 ud","Avent","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524571.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524572","Toallitas infantiles limpiadoras suaves KLORANE, pack 3x70 uds","Klorane","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524572.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524579","Potito crema de verduras para cena NUTRIBEN, pack 2x190 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524579.webp","75.00","2.20","0.00","2.00","11.30","1.90","0.10","0"
"7524580","Potito menestra de verduras con pavo NUTRIBEN, pack 2x120 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524580.webp","62.00","2.10","0.00","2.30","8.20","0.60","0.03","0"
"7524583","Detergente para biberones SUAVINEX, botella 500 ml","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524583.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524588","Dentífrico infantil LACER, tubo 75 ml + Figurita Sonic de regalo","Lacer","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524588.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524589","Discos absorbentes PHILIPS AVENT, pack 60 uds","Avent","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524589.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524598","Biberón tetina fisiológica silicona L 360 ml SUAVINEX, pack 1 ud","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524598.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524601","Papilla 5 cereales NUTRIBEN INNOVA ZERO%, caja 500 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524601.webp","379.00","1.90","0.00","9.00","79.40","4.20","0.01","0"
"7524603","Papilla 10 cereales con galleta María NUTRIBEN, caja 600 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524603.webp","393.00","2.30","0.00","5.60","86.10","29.00","0.06","0"
"7524604","Papilla 10 cereales con miel NUTRIBEN, caja 600 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524604.webp","386.00","1.30","0.00","6.20","85.80","22.00","0.02","0"
"7524608","Biberon first asas silicona 150ml +4m 1 ud","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524608.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524611","Crema facial emoliente MUSTELA Stelatopia, 40 ml","Mustela","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524611.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524614","Mi primera crema facial SUAVINEX, tubo 50 ml","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524614.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524615","Cepillo dental junior VITIS, pack 1 ud","Vitis","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524615.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524621","Potito iniciación a la merienda NUTRIBEN, pack 2x120 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524621.webp","60.00","0.30","0.00","0.60","13.20","9.60","0.02","0"
"7524630","Sacaleches manual Harmony MEDELA, pack 1 unid.","Medela","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524630.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524640","Leche para lactantes en polvo BLEMIL PLUS AE, lata 800 g","Blemil","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524640.webp","70.00","3.60","0.00","1.30","7.70","7.70","0.00","0"
"7524647","Tijera infantil puntas redondeadas SUAVINEX, pack 1 ud.","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524647.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524652","Leche infanti hidratante KLORANE, dosificador 500 ml","Klorane","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524652.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2"
"7524658","Bolsas para almacenar leche materna 180 ml AVENT, pack 5 uds","Avent","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524658.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524669","Leche en polvo ALMIRÓN 1 AR, lata 800 g","Almiron","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524669.webp","484.00","24.70","0.00","9.70","53.40","52.50","0.40","0"
"7524670","Toallitas infantiles limpiadoras suaves KLORANE, paquete 70 uds","Klorane","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524670.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524685","Chupete niña soothie 100% silicona 0-6 meses AVENT, pack 2 uds","Avent","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524685.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524686","Chupete niña ultra air happy 6-18 meses AVENT, pack 2 uds","Avent","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524686.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524698","Tetina líquidos espesos 6M+ AVENT NATURAL RESPONSE, pack 2 uds","Avent","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524698.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524702","Papilla 8 cereales c/ miel y galleta María NUTRIBEN, caja 1000 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524702.webp","389.00","1.90","0.00","4.70","87.10","30.30","0.03","0"
"7524725","Chupete fisiológico de silicona 6-18 M SUAVINEX, pack 2 uds","Suavinex","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524725.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524745","Chupete para niña deco +18 PHILIPS AVENT ULTRA AIR, pack 2 uds","Avent","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524745.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524777","Chupete niño air collection happy 6-18 meses AVENT, pack 2 uds","Avent","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524777.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524779","Chupete neutro ultra air +18 meses PHILIPS AVENT, pack 2 uds","Avent","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524779.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524780","Extractor manual tecnología natural motion AVENT, pack 1 ud","Avent","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524780.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524787","Chupete niño ultra air happy 0-6 meses PHILIPS AVENT, pack 2 uds","Avent","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524787.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524797","Papilla superfibra 8 cerereales con frutas BLEVIT, caja 500 g","Blevit","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524797.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524803","Set cuidado del bebé PHILIPS AVENT, pack 1 ud","Avent","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524803.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7524804","Papilla superfibra 8 cereales con galleta BLEVIT, caja 500 g","Blevit","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7524804.webp","628.00","2.60","0.00","9.00","73.00","15.00","0.10","0"
"7526134","Pañal +13 kg Talla 6 Box XXL DODOT Activity, caja 117 uds","Dodot","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526134.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526136","Pañal Pants Talla 6 (15-25 kg) HUGGIES EXTRA, paquete 22 uds","Huggies","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526136.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526140","Bolsitas 100% fresa-plátano sin azúcar EROSKI, pack 4x100 g","Eroski","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526140.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526141","Tarrito bio verdura y ternera NATUBE, tarro 250 g","Natube","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526141.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526142","Crema hidratante intensiva NIVEA SOFT, tarro 200 ml","Nivea","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526142.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526161","Toallitas wc infantil biodegradable EROSKI, pack 2x60 uds.","Eroski","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/7526161.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526238","Pants canal absorbente 12-18 kg Talla 5 EROSKI, paquete 40 uds.","Eroski","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7473368.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526239","Pañal 4-8 kg Talla 2 DODOT SENSITIVE, paquete 58 uds","Dodot","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526239.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526240","Pañal Talla 3 DODOT CUIDADO TOTAL, paquete 46 uds","Dodot","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526240.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526243","Pañal Pants Talla 4 (9-14 kg) HUGGIES EXTRA CARE, paquete 26 uds","Huggies","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526243.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526246","Tarrito bio de verdura y arroz NATUBE, tarro 250 g","Natube","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526246.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526247","Tarrito bio manzana platano y naranja NATUBE, tarro 250 g","Natube","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526247.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526249","Manzana, plátano, arándanos y avena BE PLUS, bolsita 100 g","Be Plus","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526249.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526281","Pañal canal absorbente 13-18 kg Talla 5 EROSKI, paquete 44 uds","Eroski","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526281.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526282","Pants jumbo +17 kg Talla 7 DODOT ACTIVITY EXTRA, paquete 29 uds","Dodot","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7526282.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526283","Pañal bebé seco Box XXL talla 4 DODOT, paquete 164 uds","Dodot","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526283.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526284","Pañal Talla 4 (8-16 kg) HUGGIES EXTRA CARE, paquete 33 uds","Huggies","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526284.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526285","Pañal Talla 3 (6-10 kg) HUGGIES EXTRA CARE, paquete 40 uds","Huggies","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526285.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1"
"7526289","Tarrito eco de zanahoria, guisantes y merluza HERO, tarro 190 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526289.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526290","Panecitos cereal plátano-calabaza ecológicos SMILEAT, caja 60 g","Smileat","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526290.webp","345.00","2.40","0.00","8.20","70.50","5.70","0.07","0"
"7526291","Tarrito de pollo con arroz EROSKI BIO, tarro 200 g","Eroski Bio/eco + E.natur Bio","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526291.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526297","Tarrito c/ trozos de lentejas, verdura, jamón HERO, pack 2x235 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526297.webp","75.00","2.80","0.00","4.30","6.50","1.80","0.05","0"
"7526298","Tarrito de melocotón plátano HERO, tarro 190 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526298.webp","67.00","0.20","0.00","0.80","14.50","11.50","0.01","0"
"7526299","Tortitas de arroz de frutos rojos HERO, bolsa 40 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526299.webp","384.00","0.90","0.00","7.00","87.00","9.60","0.00","0"
"7526300","Potito de verduritas con pavo NESTLÉ, tarro 190 g","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526300.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526302","Tarrito selección de 3 frutas HERO, tarro 190 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526302.webp","69.00","0.20","0.00","0.90","15.00","11.50","0.01","0"
"7526303","Snack corazones de plátano y fresa HERO, bolsa 30 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526303.webp","418.00","12.00","0.00","7.00","69.00","15.30","0.10","0"
"7526304","Snack palitos de zanahoria HERO, bolsa 30 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526304.webp","401.00","11.00","0.00","6.70","67.00","2.70","0.10","0"
"7526306","Papilla 8 cereales con miel NESTLÉ, caja 950 g","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526306.webp","407.00","4.60","0.00","9.00","80.00","23.00","0.10","0"
"7526317","Toallitas bebé aqua EROSKI, paquete 64 uds","Eroski","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/7526317.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526318","Toallitas extra care pure HUGGIES, paquete 56 uds","Huggies","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/7526318.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526335","Papilla de multicereales y plátano NESTLÉ SELECCIÓN, caja 270 g","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526335.webp","379.00","2.50","0.00","9.00","77.20","4.00","0.10","0"
"7526352","Toallitas de bebé con aloe vera EROSKI, paquete 160 uds","Eroski","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/7526352.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2"
"7526354","Toallitas aloe vera EROSKI Bebé, paquete 24 uds","Eroski","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/7526354.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526355","Toallitas húmedas infantiles PAW PATROL, paquete 20 unid.","Paw Patrol","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/7526355.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526450","Leche infantil 1 classic Hero Baby Nutrasense bote 800 g","Hero Baby","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526450.webp","65.00","3.00","0.00","1.00","7.00","7.00","0.00","0"
"7526454","Ninjamas 17-30 kg Talla 7 DODOT CORAZÓN, paquete 10 uds","Dodot","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7526454.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1"
"7526460","Bolsita de merienda de fresa y manzana HERO, doypack 100 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526460.webp","70.00","1.80","0.00","1.80","11.20","7.80","0.08","0"
"7526461","Tarrito bio de verdura y pollo NATUBE, tarro 250 g","Natube","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526461.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526469","Papilla de cereales crema de arroz s/ gluten NESTLÉ, caja 180 g","Nestlé","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526469.webp","394.00","0.80","0.00","7.40","88.80","1.50","0.02","0"
"7526489","Toallitas infantiles cara-manos EROSKI, paquete 20 unid.","Eroski","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/7526489.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526596","Leche de continuación NAN SUPREME 2, lata 800 g","Nan","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526596.webp","490.00","23.30","0.00","9.30","60.50","60.50","0.00","0"
"7526597","Papilla de avena con ciruela GERBER, caja 250 g","Gerber","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526597.webp","400.00","4.50","0.00","11.50","76.10","22.00","0.10","0"
"7526674","Tetina T3 flujo médio 1M+ AVENT NATURAL RESPONSE, pack 2 uds","Avent","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526674.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526675","Pañal ecológico ultrasoft 4-9 kg Talla 3 PINGO, paquete 44 uds","Pingo","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526675.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526683","Toallitas húmedas 99% agua GUGUWIPES, pack 3x60 uds","Guguwipes","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526683.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526695","2 biberones 260 ml decorados + 2 chupetes 0-6 M AVENT, set 1 ud","Avent","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526695.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3"
"7526698","Higiene nasal diaria MARIMER, spray 100 ml","Mustela","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526698.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526701","Toallitas humedas 99% agua GUGUWIPES, paquete 60 uds","Guguwipes","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526701.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526703","Neceser a rayas Little Moments MUSTELA, set 1 ud","Mustela","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526703.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526706","Pañal ecológico ultrasoft 2-5 kg Talla 1 PINGO, paquete 27 uds","Pingo","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526706.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526783","Galleta bio de cacao SMILEAT, bolsa 220 g","Smileat","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526783.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526784","Pera, plátano y zanahoria bio SMILEAT, blolsita 100 g","Smileat","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526784.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526785","Estrellitas con fruta bio HIPP, bolsa 30 g","Hipp","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526785.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526786","Smoothies de arándanos, manzana y pera bio HIPP, bolsita 120 ml","Hipp","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526786.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526787","Potito de pollo con patatitas NUTRIBEN, tarro 235 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7526787.webp","65.00","2.50","0.00","2.20","8.10","0.35","0.03","0"
"7526796","Muesli 7 cereales bio HIPP, caja 200 g","Hipp","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526796.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526798","Toallitas wc frutas del bosque KANDOO, pack 2x60 u","Kandoo","toallitas","https://dx7csy7aghu7b.cloudfront.net/prods/7526798.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526803","Aritos de espelta y avena bio HIPP, bolsa 30 g","Hipp","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526803.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7526804","Zanahorias y patatas con salmón salvaje HIPP, tarrina 250 g","Hipp","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526804.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1"
"7526805","Potito de cazuela de merluza a la marinera HERO,pack 2x190 g","Hero","alimentacion-infantil","https://dx7csy7aghu7b.cloudfront.net/prods/7526805.webp","67.00","2.50","0.00","2.30","7.80","1.60","0.07","0"
"7526969","Pants jumbo 9-15 kg Talla 4 DODOT ACTIVITY EXTRA, paquete 43 uds","Dodot","panales","https://dx7csy7aghu7b.cloudfront.net/prods/7526969.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7530989","Champú para bebé MUSTELA, bote 500 ml","Mustela","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7530989.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7530993","Agua de mar SENTI2, bote 100 ml","Senti2","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7530993.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7530995","Papilla superfibra 8 cereales BLEVIT, caja 1000 g","Blevit","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7530995.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7531012","Preparado lacteo de crecimiento NUTRIBEN Innova 2, lata 800 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7531012.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7531016","Gel dentífrico bubble FLUOCARIL JUNIOR, tubo 75 ml","Fluocaril","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7531016.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7531021","Gel champú ISDIN Baby Naturals, dosificador 750 ml","Isdin","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7531021.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7531025","Gel de baño MUSTELA, dosificador 750 ml","Mustela","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7531025.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7531029","Leche Plus Forte 2 BLEMIL, lata 1.200 g","Blemil","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7531029.webp","482.00","22.00","0.00","8.90","60.60","58.60","0.00","0"
"7531031","Papilla de cacao con galletas María NUTRIBEN, caja 500 g","Nutriben","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7531031.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
"7531048","Crema estrías 3en1 MUSTELA, pack 2x250 ml","Mustela","leche-para-bebes","https://dx7csy7aghu7b.cloudfront.net/prods/7531048.webp",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0"
